university_id,university_name,country,city,region,institution_type,academic_score,industry_score,satisfaction_score,extracurricular_score,location_score,qs_score_proxy,roi_score,tuition_fee_intl,student_count,intl_student_pct
U079,Northbridge University,Singapore,Singapore,Asia-Pacific,newer_applied,73.09667870484164,89.10543824692213,80.22069777235548,58.67737234139905,75.409181533554,46.739506696612345,89.552097510156,30116,2000,19.5
U080,Northbridge University,Canada,Calgary,North America,newer_applied,55.977285115287856,82.40189823707124,85.22214633594474,75.2087692481667,71.48972638082924,35.20457405900556,76.64180920604782,42666,14227,27.7
U081,Metro University,Netherlands,Utrecht,Europe,newer_applied,68.78450483880789,89.29152530132431,83.57216935761176,75.38103381829661,78.26525388558511,47.01290736284051,89.79352487449447,35360,8269,20.3
U082,Northbridge University,Germany,Munich,Europe,research,75.82601451907917,95.68794757608342,87.62822634045459,69.53445764326445,88.31277360253183,90.29946759090872,89.1687439605647,42349,24418,27.8
U083,Global University,Japan,Kyoto,Asia-Pacific,teaching_focused,69.89342477908829,66.77368398421504,100.0,74.81917528444144,74.86576932418073,67.2488877866395,74.21945613611857,43471,2995,15.1
U084,Northbridge University,Germany,Frankfurt,Europe,research,92.43512008795429,82.97271676732547,69.01764072987625,70.5337136717685,92.330972963411,89.4739758434001,75.36739976516928,50922,26538,27.1
U085,Summit University,Canada,Calgary,North America,newer_applied,72.44597443787401,70.64764788439432,92.5391525250746,70.7783964422316,92.15174662215675,70.82786959887792,81.0647808162799,21520,16226,36.5
U086,Summit University,Australia,Melbourne,Asia-Pacific,teaching_focused,59.53933771310613,78.43490838709764,95.70064164783787,73.36775535215152,82.54193776971674,60.13943494857119,69.19764712544294,38299,4669,28.5
U087,Global University,UK,London,Europe,research,93.63732271515268,77.00339913827374,77.32879084328621,80.85842693757235,66.0673519702317,74.94967930183634,83.23840667412237,34885,32196,11.7
U088,Metro University,Netherlands,Rotterdam,Europe,newer_applied,55.00610320097477,62.369603414488786,76.62008421495773,48.43662384906985,79.6658955132182,42.61506611939346,74.92458665007173,30046,8423,18.6
U089,Metro University,Germany,Munich,Europe,research,85.82112150305989,88.55456117333428,73.43600154594432,69.66447101122505,90.04135990260473,93.40189097453842,74.11161696207569,17363,13387,32.6
U090,Riverside University,Australia,Sydney,Asia-Pacific,private_professional,70.15196552577906,82.24987640381863,62.05233733055779,88.82202903320089,77.94706101876717,49.56351437229326,76.69276766930697,30398,24681,19.3
U091,Northbridge University,USA,Seattle,North America,teaching_focused,76.70210388226998,70.92121439219667,78.80586180910115,64.5627568335406,79.52670986912689,76.04543374010876,65.19900516480456,19761,14482,20.4
U092,Global University,Australia,Brisbane,Asia-Pacific,private_professional,67.66862068761367,81.42920120732018,74.42718992468748,77.7394443444311,84.12848054050906,66.00392498000677,72.61071346065408,38519,13241,16.8
U093,Applied University,Australia,Sydney,Asia-Pacific,teaching_focused,87.77335000369453,68.29491730666143,84.47427500933514,78.20091579718573,81.9950947403327,63.48031758159687,66.48909993383566,19279,5899,29.2
U094,Northbridge University,Netherlands,Rotterdam,Europe,research,80.95446706744492,82.355030855177,76.05192674780949,62.02924729717486,84.28639794236129,87.63860069395412,72.784245360939,44769,29185,33.5
U095,Global University,UK,Bristol,Europe,newer_applied,77.70088379070987,64.53654606981311,84.42108372191227,62.211517349825776,79.24950050815191,47.29447818747708,74.42433044460587,28136,8071,21.4
U096,Northbridge University,Canada,Toronto,North America,newer_applied,61.99630148106949,83.67813919476397,88.319200640303,65.47717034981939,70.61629977632238,31.84012483300171,90.73167904253404,20155,3692,10.9
U097,Riverside University,Singapore,Singapore,Asia-Pacific,teaching_focused,89.69753047507749,78.89590171048516,68.94139267490532,89.14638646717418,87.15766707608084,62.41689037131941,67.7079364619352,29373,2000,18.5
U098,Applied University,Canada,Calgary,North America,teaching_focused,68.3660457987739,69.84051683803352,75.90279042463636,62.73763318190124,96.30033305895097,76.45384689582934,78.59340884559734,18231,15865,30.8
U099,Pacific University,UK,Bristol,Europe,research,91.31250012850735,80.53072281572439,69.04201103951875,72.4366618489043,65.1493023006323,82.72224787793327,69.59281460349115,40473,25395,25.7
U100,Applied University,Australia,Brisbane,Asia-Pacific,teaching_focused,74.03399363307943,66.16470512945524,86.21340053343192,74.46887676725491,75.21774471803758,62.91434127558996,72.28700283905229,40200,13043,16.5
U101,Metro University,Canada,Calgary,North America,private_professional,82.57673232754335,82.39884666551987,70.36829395844663,78.4458187555613,88.44307376969414,63.1915746657127,73.66365148374014,39392,20614,27.4
U102,Applied University,Netherlands,Rotterdam,Europe,research,91.17824957914782,75.71627987255175,71.16742058804438,86.58696212556437,87.84889528195949,81.99907906180792,73.24404616551979,33475,17622,26.2
U103,Pacific University,Australia,Sydney,Asia-Pacific,teaching_focused,62.4992126477639,72.47856568181622,88.4364381665247,78.31039277961199,79.30668030385377,60.147123411222914,75.91801593974539,30091,15631,14.5
U104,Applied University,USA,San Diego,North America,newer_applied,65.82945144649362,75.97916202579816,85.3163345150383,62.04926377206172,82.83468767423471,32.20819288965216,88.0751922316664,13564,18776,12.8
U105,Applied University,Australia,Sydney,Asia-Pacific,research,87.18386835069363,80.26413976349087,76.09539272005907,61.21020557545846,68.93983267480395,76.57949425031084,60.82860234382029,57228,22221,17.8
U106,Applied University,Canada,Calgary,North America,newer_applied,65.10407320611672,60.44104353796373,84.64704185771566,76.50176065448032,88.59368294731304,26.06890793171399,64.40590947669698,28431,2252,13.4
U107,Pacific University,UK,Manchester,Europe,teaching_focused,78.94754808592796,55.6317681081354,93.1784716127468,80.55525055156296,85.74398449183784,58.73163706937865,71.66399582496818,22671,20541,14.3
U108,Applied University,Australia,Brisbane,Asia-Pacific,private_professional,65.1948180881488,71.74284779028066,75.58397404778687,83.46054725801608,73.75574531559609,58.82705796366805,66.33423864981343,50270,13937,32.0
U109,Riverside University,Australia,Sydney,Asia-Pacific,research,81.2257593176048,67.42959105756175,52.63548259509771,62.284162850391695,75.14491083137953,88.42020304026408,66.43760855779573,28502,24525,43.9
U110,Northbridge University,UK,Manchester,Europe,teaching_focused,72.65463486838053,69.20888277447087,90.43353538091438,72.67780364649079,72.32336682449866,64.67392314071903,79.80479883853093,33251,9178,19.6
U111,Metro University,Germany,Hamburg,Europe,teaching_focused,72.9858421833173,75.67569453943884,70.21596899818516,73.25399069005731,84.00842200070626,51.76580689649354,70.14596734683322,33112,9583,16.1
U112,Global University,Japan,Tokyo,Asia-Pacific,research,89.5543036921805,78.48589576601213,49.97591092505783,67.18123430926806,82.9830959290811,67.78210156365093,56.831025564061434,45639,22318,22.2
U113,Northbridge University,Netherlands,Utrecht,Europe,teaching_focused,61.35016165828743,72.22663248976171,83.44644876675554,63.1577272143403,78.81054468298565,68.4591782579381,62.636119287161236,40620,8012,21.6
U114,Global University,Japan,Tokyo,Asia-Pacific,teaching_focused,59.72561098892433,77.29948199407333,87.49668889566786,93.30945655038138,80.10044763400936,51.560271600017415,83.62201257927659,29537,14472,6.6
U115,Applied University,Germany,Munich,Europe,research,88.92744628928175,77.08365832173388,62.32807581187322,69.49523910256266,94.24469135430469,97.58608683496873,70.4584597859858,39543,12037,32.3
U116,Riverside University,Canada,Vancouver,North America,newer_applied,61.89887787623005,71.64843402145249,88.52893948845866,57.22756330597423,77.27282375198845,28.82893235093067,80.43313996984976,25967,2000,20.4
U117,Summit University,Australia,Melbourne,Asia-Pacific,teaching_focused,74.27911914057759,71.65675089786362,91.99628518176846,66.0334210758369,78.38160138693634,46.00863513552987,82.77164147029498,28152,2000,23.2
U118,Northbridge University,Germany,Hamburg,Europe,research,85.13347288532356,86.78533522276238,67.698845328999,75.33296216508934,81.13890253650163,93.551394664602,68.44872998936853,54049,13243,16.2
U119,Riverside University,UK,Edinburgh,Europe,newer_applied,53.577801155862545,81.36652752527286,91.48563323730397,75.4705797959856,67.04732533280709,58.95652454386398,92.18092154150169,21080,10626,23.1
U120,Pacific University,USA,Boston,North America,teaching_focused,69.5316031866097,75.49557194117777,83.48851722115049,66.46386730865699,76.2869075284316,61.63223694304552,82.45840722741787,23893,13494,9.7
U121,Global University,USA,Seattle,North America,teaching_focused,54.67483817276701,77.79409777703046,80.41984611114839,68.91679940533355,73.75457616965605,64.10570033958464,74.75210147265169,34587,17593,12.3
U122,Summit University,Netherlands,Utrecht,Europe,newer_applied,61.495904575922296,78.825799504883,80.01047099053163,83.46611018417994,87.6401688806719,53.40072446802076,82.20297178016251,30776,19311,17.6
U123,Summit University,USA,Austin,North America,research,85.33939774975234,77.22696075253988,76.12689425643995,78.20119462412359,79.46110389858534,88.21335195185965,78.26969539149894,29572,27222,23.8
U124,Pacific University,UK,Bristol,Europe,research,93.01366587454237,79.84524018355691,56.068453539012665,70.90395928086612,80.77392472227963,97.28766594029393,65.38606947547767,45223,20641,17.2
U125,Riverside University,Canada,Vancouver,North America,research,97.68933153045984,81.55204376840683,56.04116937964815,77.00142401398126,79.06187983328958,96.37642040651956,67.0384010998469,37511,24031,26.6
U126,Pacific University,Germany,Munich,Europe,newer_applied,69.96449469278052,87.22175028801685,87.07392914447378,73.27757030387903,79.98686286384869,50.546640132251284,85.01771524342018,9000,15828,26.7
U127,Global University,UK,Manchester,Europe,teaching_focused,85.4487385194439,63.992755601759086,92.16584013683904,70.41601756007243,92.49976066423594,63.81116510211061,74.2799438336751,25149,22023,40.0
U128,Metro University,Australia,Perth,Asia-Pacific,newer_applied,72.21656273230316,81.92526949201184,88.2268886093331,64.0393285530432,77.8087076423255,38.999812282354625,79.91308466098636,25978,12530,34.5
U129,Pacific University,Singapore,Singapore,Asia-Pacific,research,80.98224375578036,61.20117044634246,67.17319314157301,71.90427242455044,76.83069222969557,98.59414820269492,67.3127546730592,48677,13369,23.9
U130,Metro University,Netherlands,Rotterdam,Europe,private_professional,77.65084590385128,90.00572689920784,77.84933501779874,78.34072386828778,94.80891504117774,63.62911435986906,89.41592989410864,29446,2000,25.4
U131,Riverside University,Singapore,Singapore,Asia-Pacific,research,83.12005319138441,82.75873961219695,61.08682628983223,52.98749172104022,85.09464686042794,69.0012488965624,71.49348397538584,35804,23336,21.0
U132,Metro University,Canada,Montreal,North America,teaching_focused,79.20141589529973,76.22487348900813,86.4834493751914,66.21710113320621,82.47438034164067,65.95309462458484,79.28120409690382,26985,17761,18.5
U133,Summit University,Canada,Calgary,North America,teaching_focused,81.28177522868191,68.08562578560465,78.97523629763795,71.12511244582116,70.80369530419777,72.5305743301538,60.923684101198546,45233,16789,21.7
U134,Summit University,Canada,Calgary,North America,newer_applied,63.602916455023845,81.159392177041,69.49963314490766,64.23852590388334,82.0549055251664,56.7369114758401,71.16303331956418,17847,13995,22.9
U135,Riverside University,Australia,Melbourne,Asia-Pacific,research,80.23817357056345,76.52238529541546,72.6999826076317,90.23241075398192,80.67515926774242,95.084475052927,82.61947549441821,22442,21462,17.4
U136,Riverside University,USA,Boston,North America,research,82.86133846662283,96.09008360370001,85.69862420676967,63.690644548687615,85.78058495791134,83.02467927515575,82.15520374310276,43663,8134,16.7
U137,Riverside University,Singapore,Singapore,Asia-Pacific,research,94.13353669419267,71.08471547417335,53.53871967439838,73.85494376220674,86.22230354311763,85.47668617056783,57.91068793357768,47602,33885,40.2
U138,Summit University,Japan,Osaka,Asia-Pacific,teaching_focused,65.9083026766484,57.87091343917424,80.37117970409135,84.66132359804998,80.11007990843602,39.9596242474876,64.95409466226334,23737,12736,12.5
U139,Applied University,Japan,Tokyo,Asia-Pacific,teaching_focused,81.50516587765587,74.29394898409969,89.35773149919304,73.46542833434688,87.87801424539444,49.80885388680783,80.50600872818057,31824,2000,34.4
U140,Metro University,UK,Manchester,Europe,research,100.0,79.64526218284803,67.05897351540483,70.10074382328942,84.02448917487006,93.47259517919038,63.34880314886321,48109,22157,35.3
U141,Metro University,Japan,Tokyo,Asia-Pacific,teaching_focused,63.500851774824966,73.42645677766119,82.68999014496816,82.8858399654389,85.05743221249503,73.87386051564751,70.45631810982674,49126,13907,23.4
U142,Pacific University,Australia,Melbourne,Asia-Pacific,research,87.93696330733489,84.58926507136604,56.90354495479243,65.4415727729305,67.63229953867271,88.93929621924404,67.30889721463956,44015,18325,20.7
U143,Pacific University,USA,Chicago,North America,teaching_focused,78.10872880495884,80.05647965351274,73.37085739224682,84.95082346069051,76.26565305403312,60.96976798602784,72.35834872822585,39575,8820,19.4
U144,Pacific University,UK,Edinburgh,Europe,research,79.53807172679507,82.53436576596162,76.67846943031296,69.59722509115,87.20568663495983,83.83428744091697,73.8301005293599,32087,24279,27.9
U145,Metro University,UK,Edinburgh,Europe,newer_applied,66.68836791235661,73.58742345381458,87.38058960962185,86.09893741405693,84.7495646850088,46.54102878979169,79.5989197863408,19665,13644,23.5
U146,Pacific University,Germany,Frankfurt,Europe,teaching_focused,70.22511276963755,73.37347574611556,80.9534443703956,81.00469483068622,88.22063927485672,63.959750338646025,70.77766458326305,33218,6952,40.7
U147,Summit University,Japan,Osaka,Asia-Pacific,research,85.16089216803988,76.03241359957141,68.85840396726503,67.77974797760405,85.58927278777024,93.8097352114996,76.43758003219823,38024,28176,37.7
