course_id,university_id,university_name,country,city,region,field,level,program_name,roi_score,employment_rate,mean_start_salary,tuition_fee_intl,satisfaction_score,teaching_quality,difficulty_score,program_selectivity,description
C0011,U044,Riverside University,Netherlands,Utrecht,Europe,Finance,Bachelors,Bachelors in Finance,85.69862127747211,96.3,112661,12713,75.97836320833022,69.82316929174168,75.36790987671608,0.3,"This bachelors program in Finance emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Utrecht, Netherlands and is designed for students seeking international mobility. Graduates commonly target roles in finance."
C0012,U009,Northbridge University,USA,Austin,North America,Economics,Masters,Masters in Economics,77.96251854995636,89.9,101131,31677,74.58919103334587,65.39230650276257,50.52544533373953,0.26,"This masters program in Economics emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Austin, USA and is designed for students seeking international mobility. Graduates commonly target roles in finance."
C0013,U001,Global University,Netherlands,Amsterdam,Europe,Computer Science,Masters,Masters in Computer Science,75.19264776843117,83.1,105786,36890,74.57492310524137,74.22462113354662,85.66148301247951,0.09,"This masters program in Computer Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Amsterdam, Netherlands and is designed for students seeking research depth. Graduates commonly target roles in technology."
C0014,U010,Riverside University,Canada,Calgary,North America,Cybersecurity,Masters,Masters in Cybersecurity,82.74335284017837,93.8,117677,31271,45.985454019735435,64.89519880399288,96.65910012933992,0.29,"This masters program in Cybersecurity emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Calgary, Canada and is designed for students seeking industry connections. Graduates commonly target roles in operations."
C0015,U138,Summit University,Japan,Osaka,Asia-Pacific,Business Analytics,MBA,MBA in Business Analytics,79.36689871385688,79.8,107755,30383,81.90944109928367,88.796250314703,63.83542236795457,0.51,"This mba program in Business Analytics emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Osaka, Japan and is designed for students seeking research depth. Graduates commonly target roles in operations."
C0016,U144,Pacific University,UK,Edinburgh,Europe,Cybersecurity,Masters,Masters in Cybersecurity,83.98089518636648,92.2,120126,26544,78.12313508317986,79.27018031280734,67.55357479994288,0.09,"This masters program in Cybersecurity emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Edinburgh, UK and is designed for students seeking industry connections. Graduates commonly target roles in consulting."
C0017,U051,Pacific University,UK,London,Europe,Finance,Masters,Masters in Finance,81.2044364592755,93.1,123607,14846,81.43372649923167,66.58068197277701,70.37880527776831,0.22,"This masters program in Finance emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in London, UK and is designed for students seeking research depth. Graduates commonly target roles in operations."
C0018,U092,Global University,Australia,Brisbane,Asia-Pacific,Engineering Management,Certificate,Certificate in Engineering Management,69.57031904664315,83.5,108947,37623,72.3110711942026,55.01700639089654,73.57192168027979,0.05,"This certificate program in Engineering Management emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Brisbane, Australia and is designed for students seeking high ROI. Graduates commonly target roles in operations."
C0019,U070,Summit University,USA,Chicago,North America,Business Analytics,Masters,Masters in Business Analytics,74.3031017356428,81.6,111970,30020,98.98460155644796,86.88234024194114,95.2465664208409,0.3,"This masters program in Business Analytics emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Chicago, USA and is designed for students seeking high ROI. Graduates commonly target roles in analytics."
C0020,U098,Applied University,Canada,Calgary,North America,Data Science,Bachelors,Bachelors in Data Science,77.35015106923397,89.6,100825,18564,69.32343096557877,81.1026634503009,67.60339583850762,0.54,"This bachelors program in Data Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Calgary, Canada and is designed for students seeking research depth. Graduates commonly target roles in technology."
C0021,U145,Metro University,UK,Edinburgh,Europe,Cybersecurity,Masters,Masters in Cybersecurity,80.11142593325683,85.5,93091,20155,95.86011405809505,61.99799373690905,54.78787369375767,0.27,"This masters program in Cybersecurity emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Edinburgh, UK and is designed for students seeking high ROI. Graduates commonly target roles in technology."
C0022,U112,Global University,Japan,Tokyo,Asia-Pacific,Engineering Management,Bachelors,Bachelors in Engineering Management,75.71432313662046,86.0,111747,41167,51.50796643539968,70.31207234310125,68.70099685977439,0.25,"This bachelors program in Engineering Management emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Tokyo, Japan and is designed for students seeking high ROI. Graduates commonly target roles in analytics."
C0023,U095,Global University,UK,Bristol,Europe,Engineering Management,Masters,Masters in Engineering Management,63.69242450489103,72.1,75179,26277,74.655384314599,76.99586217513257,71.2576828967157,0.41,"This masters program in Engineering Management emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Bristol, UK and is designed for students seeking high ROI. Graduates commonly target roles in analytics."
C0024,U128,Metro University,Australia,Perth,Asia-Pacific,Economics,Masters,Masters in Economics,74.25735414604975,78.1,104565,28334,87.43937672008805,76.74999653423565,71.10209640062484,0.17,"This masters program in Economics emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Perth, Australia and is designed for students seeking research depth. Graduates commonly target roles in consulting."
C0025,U098,Applied University,Canada,Calgary,North America,Marketing Analytics,Masters,Masters in Marketing Analytics,77.12475130452435,76.9,98192,15863,82.21117937117478,73.54631659460614,68.42462405649653,0.22,"This masters program in Marketing Analytics emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Calgary, Canada and is designed for students seeking international mobility. Graduates commonly target roles in operations."
C0026,U044,Riverside University,Netherlands,Utrecht,Europe,Information Systems,Masters,Masters in Information Systems,71.68231211244162,85.9,97338,10793,73.94291039196327,80.84213008945122,58.458198917830686,0.55,"This masters program in Information Systems emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Utrecht, Netherlands and is designed for students seeking high ROI. Graduates commonly target roles in operations."
C0027,U148,Pacific University,USA,San Diego,North America,Computer Science,Masters,Masters in Computer Science,75.78147500959301,85.7,107226,22967,81.3285017959016,70.23128307204779,60.09111867700315,0.2,"This masters program in Computer Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in San Diego, USA and is designed for students seeking international mobility. Graduates commonly target roles in operations."
C0028,U005,Applied University,Singapore,Singapore,Asia-Pacific,Cybersecurity,Bachelors,Bachelors in Cybersecurity,83.60015927976802,86.6,126660,39330,83.66340191505248,99.36172475056097,72.83281239231026,0.36,"This bachelors program in Cybersecurity emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Singapore, Singapore and is designed for students seeking research depth. Graduates commonly target roles in analytics."
C0029,U019,Riverside University,Germany,Hamburg,Europe,Finance,Bachelors,Bachelors in Finance,78.80601287818175,89.0,115839,39793,81.99562771438971,73.87891116479085,56.2625601038178,0.37,"This bachelors program in Finance emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Hamburg, Germany and is designed for students seeking international mobility. Graduates commonly target roles in consulting."
C0030,U133,Summit University,Canada,Calgary,North America,Computer Science,Masters,Masters in Computer Science,71.63397281851508,84.0,89055,41328,73.38363278192914,90.14620904123846,81.25151800485514,0.09,"This masters program in Computer Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Calgary, Canada and is designed for students seeking research depth. Graduates commonly target roles in technology."
C0031,U021,Global University,Canada,Montreal,North America,Marketing Analytics,Masters,Masters in Marketing Analytics,68.96531284918483,87.0,112584,48478,55.1664641078272,72.10016407888757,67.98434114546583,0.24,"This masters program in Marketing Analytics emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Montreal, Canada and is designed for students seeking research depth. Graduates commonly target roles in technology."
C0032,U099,Pacific University,UK,Bristol,Europe,Data Science,Masters,Masters in Data Science,74.81710238272282,81.6,109241,39881,68.30413740245251,83.39186241628506,84.29843760692852,0.51,"This masters program in Data Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Bristol, UK and is designed for students seeking international mobility. Graduates commonly target roles in consulting."
C0033,U150,Metro University,UK,Edinburgh,Europe,Marketing Analytics,Masters,Masters in Marketing Analytics,79.38217333490385,86.9,107129,28648,57.89869945830799,63.3640829207777,67.5405052932479,0.2,"This masters program in Marketing Analytics emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Edinburgh, UK and is designed for students seeking research depth. Graduates commonly target roles in operations."
C0034,U115,Applied University,Germany,Munich,Europe,Information Systems,Masters,Masters in Information Systems,69.45252150899516,83.4,111936,38683,57.13309150530181,86.19819330876157,93.10612550424133,0.23,"This masters program in Information Systems emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Munich, Germany and is designed for students seeking industry connections. Graduates commonly target roles in finance."
C0035,U047,Metro University,Australia,Sydney,Asia-Pacific,Information Systems,Masters,Masters in Information Systems,82.45581964712797,70.3,105623,13464,93.90762428639043,64.20391894848,68.8941291174204,0.13,"This masters program in Information Systems emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Sydney, Australia and is designed for students seeking international mobility. Graduates commonly target roles in finance."
C0036,U083,Global University,Japan,Kyoto,Asia-Pacific,Engineering Management,MBA,MBA in Engineering Management,72.49811982923838,79.4,111874,41356,97.11286864460314,57.17527325403708,72.53166416592492,0.19,"This mba program in Engineering Management emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Kyoto, Japan and is designed for students seeking high ROI. Graduates commonly target roles in finance."
C0037,U129,Pacific University,Singapore,Singapore,Asia-Pacific,International Business,Certificate,Certificate in International Business,63.66155148816822,63.2,92469,51228,70.40755118126658,83.9639759832539,63.82969726918871,0.68,"This certificate program in International Business emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Singapore, Singapore and is designed for students seeking industry connections. Graduates commonly target roles in technology."
C0038,U030,Riverside University,Singapore,Singapore,Asia-Pacific,Computer Science,Masters,Masters in Computer Science,68.00188188463883,87.8,121996,73305,58.082652933694746,74.06057254222033,89.15147360208742,0.17,"This masters program in Computer Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Singapore, Singapore and is designed for students seeking international mobility. Graduates commonly target roles in operations."
C0039,U050,Summit University,Netherlands,Utrecht,Europe,Marketing Analytics,Masters,Masters in Marketing Analytics,75.34747550821812,75.0,110959,21424,89.62043953389772,62.67687208377384,54.07886515261051,0.19,"This masters program in Marketing Analytics emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Utrecht, Netherlands and is designed for students seeking industry connections. Graduates commonly target roles in analytics."
C0040,U118,Northbridge University,Germany,Hamburg,Europe,Business Analytics,Masters,Masters in Business Analytics,87.27829270953067,97.0,126882,50776,53.71179207987208,77.48090898825555,73.57567535413621,0.24,"This masters program in Business Analytics emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Hamburg, Germany and is designed for students seeking high ROI. Graduates commonly target roles in analytics."
C0041,U125,Riverside University,Canada,Vancouver,North America,Business Analytics,Masters,Masters in Business Analytics,69.10718426132796,69.8,99352,42381,64.0054291323128,83.39383320220477,82.987022556259,0.47,"This masters program in Business Analytics emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Vancouver, Canada and is designed for students seeking research depth. Graduates commonly target roles in consulting."
C0042,U123,Summit University,USA,Austin,North America,Marketing Analytics,Masters,Masters in Marketing Analytics,73.78004866762168,88.8,114698,33621,89.1999742043509,63.58620740999728,75.1076521912116,0.23,"This masters program in Marketing Analytics emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Austin, USA and is designed for students seeking international mobility. Graduates commonly target roles in analytics."
C0043,U041,Global University,Australia,Melbourne,Asia-Pacific,International Business,Masters,Masters in International Business,82.44388908526007,83.7,126431,26011,92.08916054541342,49.74800373803098,76.20704154807206,0.36,"This masters program in International Business emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Melbourne, Australia and is designed for students seeking international mobility. Graduates commonly target roles in operations."
C0044,U138,Summit University,Japan,Osaka,Asia-Pacific,Engineering Management,Masters,Masters in Engineering Management,73.8526484631574,80.8,111544,23152,76.60790856383997,73.35617351588148,67.26817353595516,0.31,"This masters program in Engineering Management emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Osaka, Japan and is designed for students seeking high ROI. Graduates commonly target roles in consulting."
C0045,U033,Applied University,Netherlands,Amsterdam,Europe,Marketing Analytics,Masters,Masters in Marketing Analytics,72.26290337728024,83.7,96793,44336,51.095471485055754,50.27243614448683,58.699149632056084,0.16,"This masters program in Marketing Analytics emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Amsterdam, Netherlands and is designed for students seeking research depth. Graduates commonly target roles in analytics."
C0046,U008,Northbridge University,Germany,Hamburg,Europe,Economics,Certificate,Certificate in Economics,77.83053387785516,91.3,106224,41686,76.71824969486434,76.68975407464863,61.58890186238838,0.31,"This certificate program in Economics emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Hamburg, Germany and is designed for students seeking research depth. Graduates commonly target roles in technology."
C0047,U085,Summit University,Canada,Calgary,North America,Finance,Bachelors,Bachelors in Finance,74.2378475899264,73.4,80046,21189,100.0,72.2049252917557,70.7210681303666,0.2,"This bachelors program in Finance emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Calgary, Canada and is designed for students seeking industry connections. Graduates commonly target roles in finance."
C0048,U104,Applied University,USA,San Diego,North America,Data Science,Masters,Masters in Data Science,86.90882944252111,90.4,95271,14896,97.61978986233873,66.59253453081067,57.03117008542886,0.26,"This masters program in Data Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in San Diego, USA and is designed for students seeking high ROI. Graduates commonly target roles in finance."
C0049,U091,Northbridge University,USA,Seattle,North America,Marketing Analytics,Masters,Masters in Marketing Analytics,78.22060186541108,86.0,100167,19425,67.74618240953241,90.08026934164354,72.88163801282093,0.48,"This masters program in Marketing Analytics emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Seattle, USA and is designed for students seeking industry connections. Graduates commonly target roles in consulting."
C0050,U141,Metro University,Japan,Tokyo,Asia-Pacific,Marketing Analytics,Certificate,Certificate in Marketing Analytics,77.30953104357181,78.1,95928,50992,84.20727716147553,60.25170024214419,60.53540896744144,0.11,"This certificate program in Marketing Analytics emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Tokyo, Japan and is designed for students seeking research depth. Graduates commonly target roles in finance."
C0051,U041,Global University,Australia,Melbourne,Asia-Pacific,Information Systems,Bachelors,Bachelors in Information Systems,84.43511213251908,92.4,115282,26631,76.75631133743538,66.47351233563352,60.24654869889773,0.5,"This bachelors program in Information Systems emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Melbourne, Australia and is designed for students seeking research depth. Graduates commonly target roles in finance."
C0052,U103,Pacific University,Australia,Sydney,Asia-Pacific,Engineering Management,MBA,MBA in Engineering Management,84.6722208406248,87.4,107335,30365,94.37789751340247,79.32581702858954,51.99794273299717,0.58,"This mba program in Engineering Management emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Sydney, Australia and is designed for students seeking research depth. Graduates commonly target roles in finance."
C0053,U128,Metro University,Australia,Perth,Asia-Pacific,Engineering Management,Masters,Masters in Engineering Management,78.21336053071145,83.6,109662,25137,97.08260673975424,85.35121897010669,91.13294068787752,0.1,"This masters program in Engineering Management emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Perth, Australia and is designed for students seeking industry connections. Graduates commonly target roles in finance."
C0054,U102,Applied University,Netherlands,Rotterdam,Europe,Computer Science,Masters,Masters in Computer Science,69.15817873211542,84.7,82135,35345,81.91041429163967,84.34587512039093,67.00942268875754,0.05,"This masters program in Computer Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Rotterdam, Netherlands and is designed for students seeking international mobility. Graduates commonly target roles in analytics."
C0055,U031,Pacific University,Japan,Osaka,Asia-Pacific,Cybersecurity,Masters,Masters in Cybersecurity,69.58739333159477,77.1,95390,57874,66.7316485528767,68.49111201369831,74.82913143360257,0.2,"This masters program in Cybersecurity emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Osaka, Japan and is designed for students seeking industry connections. Graduates commonly target roles in analytics."
C0056,U049,Riverside University,Singapore,Singapore,Asia-Pacific,Engineering Management,Masters,Masters in Engineering Management,81.4244326198655,84.3,104836,28394,91.79614302281195,88.23920175533081,66.0584197514458,0.54,"This masters program in Engineering Management emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Singapore, Singapore and is designed for students seeking high ROI. Graduates commonly target roles in technology."
C0057,U071,Northbridge University,Japan,Kyoto,Asia-Pacific,Marketing Analytics,Masters,Masters in Marketing Analytics,71.96261934023943,77.4,89076,38805,87.67821290293938,94.33814075837805,81.6813053273484,0.05,"This masters program in Marketing Analytics emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Kyoto, Japan and is designed for students seeking industry connections. Graduates commonly target roles in consulting."
C0058,U140,Metro University,UK,Manchester,Europe,Engineering Management,Masters,Masters in Engineering Management,71.18175493518835,89.9,115104,56547,68.34738534417754,86.52371220155158,66.6149316819745,0.05,"This masters program in Engineering Management emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Manchester, UK and is designed for students seeking international mobility. Graduates commonly target roles in technology."
C0059,U129,Pacific University,Singapore,Singapore,Asia-Pacific,Data Science,Masters,Masters in Data Science,60.99996625844121,75.3,85759,52180,66.00449856931957,69.3343061842925,67.17037226151164,0.05,"This masters program in Data Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Singapore, Singapore and is designed for students seeking international mobility. Graduates commonly target roles in finance."
C0060,U034,Riverside University,Netherlands,Amsterdam,Europe,International Business,Masters,Masters in International Business,73.48877400849021,82.4,104690,21180,60.415517507488076,63.771515276223475,62.027122376290365,0.27,"This masters program in International Business emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Amsterdam, Netherlands and is designed for students seeking high ROI. Graduates commonly target roles in operations."
C0061,U009,Northbridge University,USA,Austin,North America,Computer Science,Masters,Masters in Computer Science,79.8935213308016,76.9,106502,40617,83.05190193752452,72.49577026050682,56.704959382159934,0.49,"This masters program in Computer Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Austin, USA and is designed for students seeking high ROI. Graduates commonly target roles in operations."
C0062,U097,Riverside University,Singapore,Singapore,Asia-Pacific,Cybersecurity,Masters,Masters in Cybersecurity,73.96513024693657,88.0,111823,29185,78.72994373425433,88.09121544547848,73.0768688863305,0.31,"This masters program in Cybersecurity emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Singapore, Singapore and is designed for students seeking research depth. Graduates commonly target roles in consulting."
C0063,U032,Applied University,UK,London,Europe,Economics,Bachelors,Bachelors in Economics,71.28296744744831,82.8,96056,24176,75.92330757977923,75.94339103169409,82.55797123658138,0.31,"This bachelors program in Economics emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in London, UK and is designed for students seeking industry connections. Graduates commonly target roles in analytics."
C0064,U111,Metro University,Germany,Hamburg,Europe,Marketing Analytics,Masters,Masters in Marketing Analytics,74.2334575290428,77.1,92056,28128,58.44869894068437,70.1067302771889,63.96612138281666,0.15,"This masters program in Marketing Analytics emphasizes customer insight, strategy, communication, and practical business problem solving. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Hamburg, Germany and is designed for students seeking research depth. Graduates commonly target roles in finance."
C0065,U074,Riverside University,Singapore,Singapore,Asia-Pacific,Cybersecurity,Bachelors,Bachelors in Cybersecurity,77.5122304858946,82.8,109018,41287,61.962380649044505,75.76221042431811,79.88000054486315,0.61,"This bachelors program in Cybersecurity emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Singapore, Singapore and is designed for students seeking high ROI. Graduates commonly target roles in operations."
C0066,U030,Riverside University,Singapore,Singapore,Asia-Pacific,Finance,Masters,Masters in Finance,70.57140160865723,80.5,106999,57759,62.338232242168544,75.83691431869538,77.66308310269434,0.3,"This masters program in Finance emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Singapore, Singapore and is designed for students seeking international mobility. Graduates commonly target roles in technology."
C0067,U012,Applied University,Netherlands,Utrecht,Europe,International Business,Masters,Masters in International Business,75.45947817565781,86.8,97765,42196,77.33116504753099,84.22399625445085,81.82250793120907,0.32,"This masters program in International Business emphasizes financial analysis, markets, global business decisions, and career mobility. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in Utrecht, Netherlands and is designed for students seeking research depth. Graduates commonly target roles in analytics."
C0068,U148,Pacific University,USA,San Diego,North America,Data Science,Masters,Masters in Data Science,81.51629900656258,84.6,109683,29091,95.6550126716887,64.66244211473858,70.7898336877206,0.58,"This masters program in Data Science emphasizes data, analytics, technology, applied projects, and employer-aligned skills. Students complete applied projects with case-based assignments and career-focused assessment. The program is located in San Diego, USA and is designed for students seeking high ROI. Graduates commonly target roles in operations."
